No,Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Count,Azimuth Gap,Location,Agency
580,bmg2023ndaq,2023-07-06T15:41:49.139507Z,-3.103826046,102.2244339,2.944478265,MLv,10,26,90.79656982,"Southern Sumatra, Indonesia",BMKG
579,bmg2023ndfm,2023-07-06T18:08:16.721426Z,-3.223515511,101.9275436,2.786746822,MLv,28,24,140.208374,"Southern Sumatra, Indonesia",BMKG
533,bmg2023nhtd,2023-07-09T05:34:50.355325Z,-5.172353745,103.9287491,2.721808428,MLv,10,21,155.9533081,"Southern Sumatra, Indonesia",BMKG
517,bmg2023njom,2023-07-10T05:30:39.771325Z,-4.650922775,101.9903793,4.668790337,MLv,12,47,159.1262817,"Southern Sumatra, Indonesia",BMKG
499,bmg2023nknw,2023-07-10T18:20:00.477241Z,-0.221871495,100.3173828,2.179408426,MLv,10,13,85.90316772,"Southern Sumatra, Indonesia",BMKG
491,bmg2023nldo,2023-07-11T02:15:24.833852Z,-5.086999416,104.7030182,2.227842586,M,117,16,84.77027512,"Southern Sumatra, Indonesia",BMKG
486,bmg2023nlma,2023-07-11T06:32:26.650116Z,-1.303307891,99.159935,4.48177639,MLv,10,57,101.2372894,"Southern Sumatra, Indonesia",BMKG
438,bmg2023nogu,2023-07-12T19:17:54.345604Z,-4.577987194,102.9635849,2.977121503,MLv,28,19,223.1627045,"Southern Sumatra, Indonesia",BMKG
414,bmg2023nqyp,2023-07-14T06:34:05.494274Z,-0.08885242,100.2141724,2.76049572,MLv,10,17,91.62730408,"Southern Sumatra, Indonesia",BMKG
411,bmg2023nriz,2023-07-14T11:48:42.232639Z,-4.716308117,103.2738342,4.109337134,M,60,55,108.4778137,"Southern Sumatra, Indonesia",BMKG
407,bmg2023nrpg,2023-07-14T14:59:07.560317Z,-4.625073433,103.0188751,2.667245259,MLv,43,29,107.031929,"Southern Sumatra, Indonesia",BMKG
385,bmg2023nsrq,2023-07-15T05:19:29.844894Z,-2.713762999,99.94491577,3.070104678,M,25,7,202.2822113,"Southern Sumatra, Indonesia",BMKG
379,bmg2023ntlb,2023-07-15T15:08:23.182986Z,-1.187565327,99.76288605,3.438659083,MLv,23,29,115.466095,"Southern Sumatra, Indonesia",BMKG
369,bmg2023nugk,2023-07-16T01:55:12.068581Z,-1.841252089,100.3937302,3.178369898,MLv,18,35,86.34638977,"Southern Sumatra, Indonesia",BMKG
365,bmg2023nves,2023-07-16T14:12:12.52685Z,-4.059691429,101.9730453,4.025950152,MLv,41,80,136.4424744,"Southern Sumatra, Indonesia",BMKG
353,bmg2023nvuj,2023-07-16T22:06:51.70505Z,-4.209375858,103.3970718,2.915973341,M,10,31,101.9401321,"Southern Sumatra, Indonesia",BMKG
335,bmg2023nwpy,2023-07-17T09:01:08.904035Z,-1.947483897,102.6257095,3.81969029,MLv,10,63,89.11062241,"Southern Sumatra, Indonesia",BMKG
298,bmg2023nzfd,2023-07-18T18:56:02.758559Z,-1.993435621,102.1238861,3.907793089,MLv,188,57,135.3631287,"Southern Sumatra, Indonesia",BMKG
277,bmg2023oads,2023-07-19T07:22:49.00679Z,-2.80909586,102.1109772,3.963502005,M,117,60,51.82211304,"Southern Sumatra, Indonesia",BMKG
258,bmg2023oawx,2023-07-19T17:04:38.289024Z,-2.517915964,101.0944901,2.966463544,MLv,43,29,127.1256409,"Southern Sumatra, Indonesia",BMKG
233,bmg2023ocfg,2023-07-20T10:25:01.143473Z,-5.510406017,103.9065475,2.888018411,MLv,39,16,202.2617493,"Southern Sumatra, Indonesia",BMKG
211,bmg2023odaz,2023-07-20T21:24:10.942436Z,-3.99956727,101.8150406,3.408210461,MLv,41,14,252.6104311,"Southern Sumatra, Indonesia",BMKG
194,bmg2023oefw,2023-07-21T13:00:20.268906Z,-4.230239868,103.0888672,2.903544449,MLv,85,30,85.01870728,"Southern Sumatra, Indonesia",BMKG
190,bmg2023oela,2023-07-21T15:36:19.805388Z,-2.046110153,100.8098831,3.213062656,MLv,40,23,83.09707642,"Southern Sumatra, Indonesia",BMKG
187,bmg2023oerf,2023-07-21T18:44:47.78803Z,-2.591292381,100.3898849,3.298741788,MLv,24,24,134.5480347,"Southern Sumatra, Indonesia",BMKG
183,bmg2023oeyf,2023-07-21T22:16:29.271448Z,-5.981626987,103.947937,2.687703232,MLv,10,19,256.7577209,"Southern Sumatra, Indonesia",BMKG
178,bmg2023offf,2023-07-22T01:49:22.542274Z,-0.75836426,100.0976944,3.925100704,MLv,72,64,89.33197021,"Southern Sumatra, Indonesia",BMKG
170,bmg2023oggq,2023-07-22T15:39:38.579561Z,-5.592335224,103.2432404,3.843381332,MLv,21,29,171.0984344,"Southern Sumatra, Indonesia",BMKG
166,bmg2023ogqd,2023-07-22T20:27:35.792432Z,-1.983638883,99.96318817,4.292283089,MLv,10,50,82.13270569,"Southern Sumatra, Indonesia",BMKG
164,bmg2023ogyo,2023-07-23T00:44:00.18899Z,-4.969893456,103.0331879,4.061110797,M,25,41,121.3621597,"Southern Sumatra, Indonesia",BMKG
155,bmg2023oigu,2023-07-23T18:00:56.499204Z,-0.912802875,99.24625397,3.18678226,MLv,11,23,201.0525393,"Southern Sumatra, Indonesia",BMKG
143,bmg2023ojxu,2023-07-24T15:44:30.290427Z,-0.145334274,99.30841827,2.483776287,MLv,73,12,268.4655457,"Southern Sumatra, Indonesia",BMKG
124,bmg2023olvh,2023-07-25T16:45:30.04696Z,-1.756002545,99.61901093,3.292395943,MLv,11,26,134.6886749,"Southern Sumatra, Indonesia",BMKG
117,bmg2023ompo,2023-07-26T02:59:34.575489Z,-2.295110941,102.1357574,3.271791247,M,155,25,129.5674362,"Southern Sumatra, Indonesia",BMKG
68,bmg2023oseo,2023-07-29T04:15:40.154271Z,-4.516113281,102.3318558,3.35365102,MLv,30,28,148.3841095,"Southern Sumatra, Indonesia",BMKG
64,bmg2023osks,2023-07-29T07:21:34.197021Z,-1.759225488,100.559906,3.081418829,MLv,10,22,101.4314575,"Southern Sumatra, Indonesia",BMKG
63,bmg2023osnm,2023-07-29T08:45:40.116754Z,-1.643330693,99.48400879,3.862849391,MLv,10,42,142.024292,"Southern Sumatra, Indonesia",BMKG
55,bmg2023otje,2023-07-29T19:43:33.756511Z,-0.952837288,100.6952744,2.800050316,MLv,8,26,76.03482056,"Southern Sumatra, Indonesia",BMKG
37,bmg2023ouxv,2023-07-30T16:15:13.902382Z,-0.303028554,99.2403183,2.832370339,MLv,34,25,115.5067139,"Southern Sumatra, Indonesia",BMKG
20,bmg2023owkq,2023-07-31T11:51:28.58758Z,-5.466535091,102.0690689,4.22839384,MLv,19,36,209.5408249,"Southern Sumatra, Indonesia",BMKG
5,bmg2023oxcp,2023-07-31T20:56:14.097953Z,-2.626641989,101.836937,2.381622086,MLv,11,21,119.1385727,"Southern Sumatra, Indonesia",BMKG
4,bmg2023oxdp,2023-07-31T21:26:33.229354Z,-4.051857471,102.4459991,2.93305439,MLv,22,36,110.202301,"Southern Sumatra, Indonesia",BMKG
661,bmg2023paai,2023-08-02T11:11:56.233417Z,-1.528226972,99.32915497,3.901493073,MLv,14,45,155.5535889,"Southern Sumatra, Indonesia",BMKG
660,bmg2023paci,2023-08-02T12:12:47.401996Z,-5.151916027,104.5849075,2.966937928,MLv,98,20,94.18154907,"Southern Sumatra, Indonesia",BMKG
636,bmg2023pcbo,2023-08-03T14:05:50.555645Z,-0.316661418,98.80477905,3.567076268,MLv,16,46,132.2162933,"Southern Sumatra, Indonesia",BMKG
608,bmg2023pdnm,2023-08-04T09:15:02.510121Z,-0.341130823,101.3887863,4.261541739,MLv,10,62,41.26027679,"Southern Sumatra, Indonesia",BMKG
603,bmg2023pdtt,2023-08-04T12:26:00.285418Z,-0.350771248,101.4138947,3.322509197,MLv,10,27,84.88863754,"Southern Sumatra, Indonesia",BMKG
566,bmg2023pfkc,2023-08-05T09:48:42.238708Z,-0.906278849,99.31212616,3.201719345,MLv,42,15,105.5145645,"Southern Sumatra, Indonesia",BMKG
553,bmg2023pghu,2023-08-05T21:46:02.515004Z,-0.717810094,99.83840179,2.595177477,MLv,33,18,142.2988586,"Southern Sumatra, Indonesia",BMKG
534,bmg2023pher,2023-08-06T09:21:31.701113Z,-4.851491451,103.9681396,2.398674479,MLv,10,16,95.50204468,"Southern Sumatra, Indonesia",BMKG
528,bmg2023phhs,2023-08-06T10:53:32.955759Z,-4.298545837,102.9540787,3.169589443,MLv,69,41,93.30381775,"Southern Sumatra, Indonesia",BMKG
516,bmg2023phtw,2023-08-06T17:01:08.529992Z,-4.121704102,102.6090317,2.663350957,MLv,67,28,119.0862427,"Southern Sumatra, Indonesia",BMKG
480,bmg2023pjcq,2023-08-07T10:35:14.599685Z,-5.704002857,103.4812851,4.588793603,MLv,12,63,167.8666458,"Southern Sumatra, Indonesia",BMKG
477,bmg2023pjms,2023-08-07T15:40:52.5358Z,-2.101688385,100.6129608,2.99007256,MLv,10,47,92.07887268,"Southern Sumatra, Indonesia",BMKG
443,bmg2023pnsv,2023-08-09T23:18:36.592729Z,-2.481348038,101.0645752,4.7447107,MLv,44,74,97.89096069,"Southern Sumatra, Indonesia",BMKG
442,bmg2023pntb,2023-08-09T23:26:00.867323Z,-3.129734516,101.1407089,4.802546304,M,17,78,134.8345642,"Southern Sumatra, Indonesia",BMKG
441,bmg2023pnzq,2023-08-10T02:45:41.950824Z,-4.918380737,103.0206375,3.35720382,MLv,29,19,128.541214,"Southern Sumatra, Indonesia",BMKG
421,bmg2023ppgc,2023-08-10T19:09:26.006859Z,-0.500629187,99.51892853,2.47561989,MLv,53,30,166.1011658,"Southern Sumatra, Indonesia",BMKG
420,bmg2023ppgo,2023-08-10T19:23:27.346374Z,-5.97388792,103.4770813,3.398188067,MLv,21,29,191.0358429,"Southern Sumatra, Indonesia",BMKG
373,bmg2023prfs,2023-08-11T21:13:43.958415Z,-1.149737358,100.012352,2.871500491,M,49,17,129.2468109,"Southern Sumatra, Indonesia",BMKG
370,bmg2023prtm,2023-08-12T04:11:51.923724Z,-1.097808719,99.78239441,3.331482007,MLv,27,32,112.8078461,"Southern Sumatra, Indonesia",BMKG
321,bmg2023pwyg,2023-08-15T00:16:46.060901Z,-4.358380318,102.4489441,3.447285771,MLv,34,35,212.0182343,"Southern Sumatra, Indonesia",BMKG
291,bmg2023qatk,2023-08-17T02:22:02.661096Z,-5.919970989,103.3519363,3.488324999,MLv,10,36,191.0895309,"Southern Sumatra, Indonesia",BMKG
276,bmg2023qbxo,2023-08-17T17:36:26.261533Z,-5.284080029,103.7834473,2.841563294,MLv,92,25,195.5411758,"Southern Sumatra, Indonesia",BMKG
257,bmg2023qdbs,2023-08-18T08:51:12.534893Z,-4.916795731,103.0452499,3.012645357,MLv,30,26,128.9933395,"Southern Sumatra, Indonesia",BMKG
253,bmg2023qdkc,2023-08-18T13:05:09.900514Z,-0.947491944,100.3636093,3.97642754,MLv,64,52,77.82859802,"Southern Sumatra, Indonesia",BMKG
250,bmg2023qdni,2023-08-18T14:43:10.909378Z,-2.513400316,102.3722763,3.382375392,M,183,37,111.6157494,"Southern Sumatra, Indonesia",BMKG
247,bmg2023qdwl,2023-08-18T19:19:00.035394Z,-1.480426192,100.53582,2.776435378,MLv,38,23,99.4848938,"Southern Sumatra, Indonesia",BMKG
238,bmg2023qevx,2023-08-19T08:10:54.382692Z,-4.434961796,102.6240463,3.363629849,M,40,31,124.1899109,"Southern Sumatra, Indonesia",BMKG
219,bmg2023qhoz,2023-08-20T20:05:17.146378Z,-3.374002218,102.3830643,2.731747903,M,10,20,56.31552124,"Southern Sumatra, Indonesia",BMKG
218,bmg2023qhpz,2023-08-20T20:35:37.726244Z,-4.125021458,103.0644684,3.19311151,M,10,31,78.9344635,"Southern Sumatra, Indonesia",BMKG
182,bmg2023qkig,2023-08-22T08:06:21.145692Z,-5.28853178,104.3344345,2.540757369,MLv,10,18,116.786438,"Southern Sumatra, Indonesia",BMKG
181,bmg2023qkwe,2023-08-22T15:08:36.532204Z,-4.665968895,102.6380386,3.785391659,MLv,33,45,97.84329224,"Southern Sumatra, Indonesia",BMKG
164,bmg2023qmnn,2023-08-23T13:02:43.57925Z,-0.331915528,99.38184357,3.099489831,MLv,10,31,87.54829407,"Southern Sumatra, Indonesia",BMKG
128,bmg2023qqgy,2023-08-25T14:15:42.646667Z,-5.990616798,103.6945801,3.338406591,M,17,25,186.6874619,"Southern Sumatra, Indonesia",BMKG
125,bmg2023qqlw,2023-08-25T16:44:30.124076Z,-4.092424393,103.4460602,4.246899455,MLv,10,48,68.12949371,"Southern Sumatra, Indonesia",BMKG
122,bmg2023qqnm,2023-08-25T17:33:21.299489Z,-4.654172897,102.6207047,2.652836225,MLv,29,21,126.1659241,"Southern Sumatra, Indonesia",BMKG
105,bmg2023qsim,2023-08-26T17:18:56.075471Z,-2.520227194,101.7256165,3.012495301,MLv,104,24,67.63380432,"Southern Sumatra, Indonesia",BMKG
92,bmg2023qudl,2023-08-27T17:02:18.301915Z,-4.57551384,104.6949768,3.693864096,MLv,177,48,177.6381531,"Southern Sumatra, Indonesia",BMKG
68,bmg2023qxel,2023-08-29T08:56:31.491669Z,-5.300222397,104.5374756,3.457357927,MLv,10,22,103.6558228,"Southern Sumatra, Indonesia",BMKG
64,bmg2023qxlx,2023-08-29T12:43:29.941992Z,-4.926967621,101.92379,3.238283828,MLv,13,23,177.9997253,"Southern Sumatra, Indonesia",BMKG
13,bmg2023raws,2023-08-31T09:35:26.29534Z,-4.5702672,102.8064651,2.768348655,MLv,40,19,109.6483154,"Southern Sumatra, Indonesia",BMKG
9,bmg2023rbhl,2023-08-31T15:00:49.796997Z,-4.449360371,101.8056183,3.671532286,MLv,10,26,191.7169495,"Southern Sumatra, Indonesia",BMKG
815,bmg2023reri,2023-09-02T11:25:00.383332Z,-2.666313648,102.1601562,3.662294876,MLv,125,55,53.18980408,"Southern Sumatra, Indonesia",BMKG
787,bmg2023rgot,2023-09-03T12:23:00.970444Z,-5.502595425,104.1280899,2.88782047,M,17,20,191.5991974,"Southern Sumatra, Indonesia",BMKG
779,bmg2023rhbd,2023-09-03T18:38:32.977991Z,-5.950753689,103.92173,4.214278388,MLv,10,79,204.2431641,"Southern Sumatra, Indonesia",BMKG
772,bmg2023rhvi,2023-09-04T04:50:24.470611Z,-3.334169388,101.8132172,4.279595369,MLv,42,67,120.3166809,"Southern Sumatra, Indonesia",BMKG
760,bmg2023rixp,2023-09-04T19:06:51.067734Z,-4.080684185,103.5624008,3.2673023,MLv,10,26,146.2967377,"Southern Sumatra, Indonesia",BMKG
749,bmg2023rjhx,2023-09-05T00:19:07.624473Z,-2.082683563,100.1313095,4.230780881,MLv,11,44,82.21279907,"Southern Sumatra, Indonesia",BMKG
745,bmg2023rjyj,2023-09-05T08:38:50.027472Z,-4.314658165,102.1687164,4.873103611,MLv,10,63,91.79100037,"Southern Sumatra, Indonesia",BMKG
725,bmg2023rkvo,2023-09-05T20:21:54.335542Z,-0.545765519,99.2609787,3.753119492,MLv,25,40,128.5125732,"Southern Sumatra, Indonesia",BMKG
716,bmg2023rloj,2023-09-06T05:51:22.558267Z,-5.543942451,103.7259979,3.339216065,M,27,26,158.7903214,"Southern Sumatra, Indonesia",BMKG
687,bmg2023rngm,2023-09-07T04:08:33.031122Z,-4.94037962,103.0263596,3.981966095,MLv,31,53,119.0047379,"Southern Sumatra, Indonesia",BMKG
681,bmg2023rnoo,2023-09-07T08:14:01.003843Z,-1.329675436,100.1326675,3.283396707,MLv,10,32,213.7128143,"Southern Sumatra, Indonesia",BMKG
665,bmg2023rogj,2023-09-07T17:13:16.624429Z,-5.693635464,104.2762375,3.014735349,MLv,46,32,156.4652557,"Southern Sumatra, Indonesia",BMKG
653,bmg2023rozo,2023-09-08T02:55:13.878778Z,-0.757762671,99.70545959,3.856738448,MLv,39,32,124.7671509,"Southern Sumatra, Indonesia",BMKG
646,bmg2023rpdt,2023-09-08T05:02:28.47345Z,-0.338589579,100.236496,1.960935734,M,13,8,149.3790512,"Southern Sumatra, Indonesia",BMKG
639,bmg2023rplp,2023-09-08T09:00:55.769615Z,-0.406317711,99.20785522,3.503314533,M,14,21,171.0708389,"Southern Sumatra, Indonesia",BMKG
630,bmg2023rqbg,2023-09-08T16:55:12.629307Z,-0.242370591,100.3954468,2.665869603,MLv,10,18,97.75530052,"Southern Sumatra, Indonesia",BMKG
612,bmg2023rrtw,2023-09-09T15:26:57.322893Z,-5.048564911,103.1916656,2.84767138,MLv,18,21,143.5073166,"Southern Sumatra, Indonesia",BMKG
607,bmg2023rrwq,2023-09-09T16:51:04.586694Z,-1.684295297,99.3236084,3.696845367,MLv,11,43,178.693573,"Southern Sumatra, Indonesia",BMKG
601,bmg2023rsav,2023-09-09T18:58:12.86925Z,-1.177077293,100.104538,2.828427877,MLv,21,36,193.4820709,"Southern Sumatra, Indonesia",BMKG
530,bmg2023ruzb,2023-09-11T09:29:22.425447Z,-0.240435496,99.00748444,3.75287951,MLv,12,25,163.3596878,"Southern Sumatra, Indonesia",BMKG
522,bmg2023rvkx,2023-09-11T15:28:24.469545Z,-5.276187897,104.610199,2.321693966,MLv,10,22,123.2973785,"Southern Sumatra, Indonesia",BMKG
518,bmg2023rvqe,2023-09-11T18:07:51.71278Z,-0.746438265,100.1926041,3.742951286,MLv,78,71,104.556839,"Southern Sumatra, Indonesia",BMKG
514,bmg2023rwdt,2023-09-12T00:59:55.403918Z,-4.938712597,103.0323334,3.524069199,MLv,26,34,122.1946411,"Southern Sumatra, Indonesia",BMKG
509,bmg2023rxid,2023-09-12T16:20:22.510101Z,-5.982100487,104.9294205,3.405514112,MLv,56,39,151.709137,"Southern Sumatra, Indonesia",BMKG
463,bmg2023rzpt,2023-09-13T22:27:38.637985Z,-4.216653347,102.0696335,3.39550896,MLv,27,36,165.0858154,"Southern Sumatra, Indonesia",BMKG
452,bmg2023sazf,2023-09-14T16:23:24.653491Z,-1.630674243,101.1353149,2.717715716,M,8,17,110.6945496,"Southern Sumatra, Indonesia",BMKG
420,bmg2023sdeg,2023-09-15T21:11:50.559621Z,-4.159457207,102.095932,2.854767922,MLv,33,28,161.920929,"Southern Sumatra, Indonesia",BMKG
392,bmg2023sfdu,2023-09-16T23:14:36.583894Z,-3.524647713,102.5055008,3.016804118,MLv,10,30,135.1907806,"Southern Sumatra, Indonesia",BMKG
390,bmg2023sfim,2023-09-17T01:37:03.95401Z,-3.582435846,101.6152878,3.122017166,MLv,25,19,218.6882324,"Southern Sumatra, Indonesia",BMKG
387,bmg2023sfni,2023-09-17T04:03:00.29426Z,-1.772955179,99.93534851,3.341303662,M,10,21,190.0279064,"Southern Sumatra, Indonesia",BMKG
363,bmg2023shfx,2023-09-18T02:34:45.806961Z,-0.401344985,100.3153687,3.772045986,MLv,130,55,92.19602966,"Southern Sumatra, Indonesia",BMKG
353,bmg2023siii,2023-09-18T16:56:04.187825Z,-1.584365487,99.44848633,3.008491523,MLv,10,13,284.7430172,"Southern Sumatra, Indonesia",BMKG
338,bmg2023sjup,2023-09-19T12:16:34.908437Z,-5.358643055,103.5760422,4.758855125,M,32,64,181.8258514,"Southern Sumatra, Indonesia",BMKG
322,bmg2023skoj,2023-09-19T22:16:11.72593Z,-0.366935164,99.10328674,3.333784335,MLv,26,48,155.9250641,"Southern Sumatra, Indonesia",BMKG
205,bmg2023ssyu,2023-09-24T12:36:31.084685Z,-3.081061125,101.9127731,3.448430982,MLv,47,35,65.09866333,"Southern Sumatra, Indonesia",BMKG
192,bmg2023stoz,2023-09-24T20:47:31.562521Z,-3.439091444,100.804863,3.399212965,MLv,10,29,167.7053528,"Southern Sumatra, Indonesia",BMKG
178,bmg2023stzy,2023-09-25T02:19:59.549269Z,-0.637540042,99.67298126,2.553901157,MLv,30,16,171.5463028,"Southern Sumatra, Indonesia",BMKG
172,bmg2023suqe,2023-09-25T10:32:30.826692Z,-5.498701096,102.7344818,3.396466175,MLv,24,18,223.9619141,"Southern Sumatra, Indonesia",BMKG
167,bmg2023suza,2023-09-25T15:00:20.223934Z,-3.717664719,101.9012146,2.848555331,MLv,30,23,129.5037994,"Southern Sumatra, Indonesia",BMKG
153,bmg2023svkf,2023-09-25T20:39:41.578436Z,-4.434597015,101.8984833,3.041204857,MLv,47,32,153.7032166,"Southern Sumatra, Indonesia",BMKG
143,bmg2023swdo,2023-09-26T06:26:30.664771Z,-1.236458778,101.3890686,3.046884218,MLv,162,32,126.3351703,"Southern Sumatra, Indonesia",BMKG
137,bmg2023swvc,2023-09-26T15:17:42.288155Z,-1.065376639,100.1005096,3.367364497,MLv,37,55,115.8005066,"Southern Sumatra, Indonesia",BMKG
134,bmg2023swzh,2023-09-26T17:25:06.408252Z,-1.981086016,99.90857697,4.466751116,MLv,10,95,146.9892883,"Southern Sumatra, Indonesia",BMKG
128,bmg2023sxee,2023-09-26T19:53:02.244936Z,-2.316882849,101.1450424,2.541621074,MLv,56,34,89.76809692,"Southern Sumatra, Indonesia",BMKG
122,bmg2023sxyx,2023-09-27T06:21:16.313708Z,-4.472140312,102.630661,3.510124777,M,37,24,123.3896637,"Southern Sumatra, Indonesia",BMKG
104,bmg2023syvg,2023-09-27T17:38:10.506882Z,-3.5814538,101.0638504,3.063299446,M,12,11,191.9229507,"Southern Sumatra, Indonesia",BMKG
101,bmg2023syws,2023-09-27T18:22:30.440235Z,-4.385696411,102.4657593,3.030069959,MLv,26,31,136.428421,"Southern Sumatra, Indonesia",BMKG
83,bmg2023tagl,2023-09-28T12:26:22.935326Z,-5.971115112,103.9144211,3.786951012,M,10,22,176.961998,"Southern Sumatra, Indonesia",BMKG
82,bmg2023tahd,2023-09-28T12:47:30.159625Z,-5.006549835,104.1169891,3.642308352,MLv,10,41,70.59477854,"Southern Sumatra, Indonesia",BMKG
77,bmg2023tbae,2023-09-28T22:23:58.437664Z,-0.242244914,99.72138977,3.182766292,MLv,16,36,137.4569855,"Southern Sumatra, Indonesia",BMKG
69,bmg2023tbyh,2023-09-29T10:35:51.470767Z,-2.11273098,100.858139,3.076062906,MLv,45,21,107.9351501,"Southern Sumatra, Indonesia",BMKG
53,bmg2023tcso,2023-09-29T20:49:23.001863Z,-4.826088905,101.7939529,3.242944011,MLv,19,29,207.2744141,"Southern Sumatra, Indonesia",BMKG
46,bmg2023tdhb,2023-09-30T04:09:02.380714Z,-1.964374781,101.5807495,2.960979766,MLv,124,28,121.2983322,"Southern Sumatra, Indonesia",BMKG
43,bmg2023tdqf,2023-09-30T08:46:59.029794Z,-4.976097107,104.1206207,1.982673638,MLv,5,11,108.2517014,"Southern Sumatra, Indonesia",BMKG
5,bmg2023tgim,2023-10-01T20:17:02.815337Z,-4.216495991,102.799057,2.972359663,M,68,33,103.6289825,"Southern Sumatra, Indonesia",BMKG
771,bmg2023tirl,2023-10-03T03:04:49.225421Z,-0.244766742,98.82521057,3.569727237,MLv,20,40,164.2501373,"Southern Sumatra, Indonesia",BMKG
766,bmg2023titt,2023-10-03T04:14:27.383638Z,-0.428400546,98.14081573,4.572763155,MLv,22,87,186.0475464,"Southern Sumatra, Indonesia",BMKG
738,bmg2023tkdl,2023-10-03T22:17:03.902819Z,-5.213576794,102.349411,4.883997541,M,10,171,100.7039032,"Southern Sumatra, Indonesia",BMKG
713,bmg2023tlsh,2023-10-04T18:54:55.710912Z,-0.066552334,100.2924118,1.594312759,MLv,10,9,178.9073563,"Southern Sumatra, Indonesia",BMKG
703,bmg2023tlwn,2023-10-04T21:03:18.670315Z,-4.176820755,102.367836,2.822848026,MLv,39,20,232.6020737,"Southern Sumatra, Indonesia",BMKG
689,bmg2023tmxg,2023-10-05T10:33:47.124486Z,-5.220471859,102.1017609,4.486152854,MLv,10,56,207.9959488,"Southern Sumatra, Indonesia",BMKG
665,bmg2023tola,2023-10-06T06:38:46.540788Z,-0.458715379,98.79288483,3.417919515,MLv,14,30,154.4418793,"Southern Sumatra, Indonesia",BMKG
637,bmg2023tqnv,2023-10-07T10:20:32.710557Z,-5.94479084,103.870575,4.735377308,MLv,10,100,172.523262,"Southern Sumatra, Indonesia",BMKG
632,bmg2023tqwk,2023-10-07T14:40:26.568477Z,-5.943615437,103.9346542,3.308571567,MLv,10,31,178.5379105,"Southern Sumatra, Indonesia",BMKG
623,bmg2023trjd,2023-10-07T21:06:04.048778Z,-5.925042152,104.001358,2.994288461,M,10,26,210.4154739,"Southern Sumatra, Indonesia",BMKG
612,bmg2023tsej,2023-10-08T07:50:37.816487Z,-5.942588806,103.0212708,3.655871348,MLv,10,28,220.8918686,"Southern Sumatra, Indonesia",BMKG
608,bmg2023tsnr,2023-10-08T12:32:47.482998Z,-1.436488152,100.1903381,2.649037794,MLv,30,11,171.4537964,"Southern Sumatra, Indonesia",BMKG
578,bmg2023tupy,2023-10-09T15:57:55.681206Z,-3.627240181,101.8145065,2.913548521,MLv,38,15,168.1699371,"Southern Sumatra, Indonesia",BMKG
563,bmg2023tuzr,2023-10-09T20:51:57.525187Z,-5.357500553,104.5640869,2.654428982,MLv,10,15,109.3335238,"Southern Sumatra, Indonesia",BMKG
562,bmg2023tuzt,2023-10-09T20:54:42.977329Z,-5.338253975,104.5786972,2.449930307,MLv,5,15,125.9273682,"Southern Sumatra, Indonesia",BMKG
550,bmg2023twks,2023-10-10T15:35:34.174284Z,-0.819792748,100.2327347,3.468477543,MLv,79,62,83.46499634,"Southern Sumatra, Indonesia",BMKG
536,bmg2023txtb,2023-10-11T08:56:11.755999Z,-5.92817831,103.9315872,3.292063518,MLv,10,18,241.4054642,"Southern Sumatra, Indonesia",BMKG
525,bmg2023tyoi,2023-10-11T19:41:06.281434Z,-3.763983488,101.4564896,3.315934694,M,11,31,151.7831726,"Southern Sumatra, Indonesia",BMKG
510,bmg2023uahg,2023-10-12T18:23:10.460153Z,-2.291285992,101.0909119,2.734301874,MLv,53,26,65.17121887,"Southern Sumatra, Indonesia",BMKG
502,bmg2023uazp,2023-10-13T03:38:42.529302Z,-5.318336487,102.625206,4.105344878,MLv,10,44,159.5329132,"Southern Sumatra, Indonesia",BMKG
499,bmg2023ubcx,2023-10-13T05:18:42.659732Z,-0.537674129,98.87289429,3.197245949,M,10,25,182.6066284,"Southern Sumatra, Indonesia",BMKG
488,bmg2023ubqv,2023-10-13T12:21:47.164945Z,-0.705693007,98.68640137,3.67551383,MLv,12,39,179.3802643,"Southern Sumatra, Indonesia",BMKG
485,bmg2023ubsj,2023-10-13T13:07:42.016953Z,-0.591110349,98.76556396,3.36845153,MLv,10,44,166.8986206,"Southern Sumatra, Indonesia",BMKG
469,bmg2023ucrh,2023-10-14T01:43:20.964839Z,-0.257014453,99.0087738,2.94534446,MLv,12,16,164.966301,"Southern Sumatra, Indonesia",BMKG
468,bmg2023ucru,2023-10-14T01:58:14.826075Z,-0.98803556,101.2957687,3.094667726,MLv,19,21,98.18437195,"Southern Sumatra, Indonesia",BMKG
467,bmg2023ucsp,2023-10-14T02:22:53.346502Z,-0.577369034,98.7509613,3.945436647,MLv,10,27,205.3001404,"Southern Sumatra, Indonesia",BMKG
466,bmg2023ucvl,2023-10-14T03:49:29.137655Z,-4.84249115,103.9589996,3.987777539,MLv,10,41,71.08717346,"Southern Sumatra, Indonesia",BMKG
450,bmg2023udsm,2023-10-14T15:27:43.239404Z,-4.397474766,102.4300308,3.130700726,MLv,23,36,139.2943115,"Southern Sumatra, Indonesia",BMKG
422,bmg2023ufwy,2023-10-15T19:59:38.288098Z,-3.577228546,101.8978271,4.211437063,MLv,34,73,135.1107941,"Southern Sumatra, Indonesia",BMKG
406,bmg2023uhjh,2023-10-16T15:21:14.30528Z,-4.937552929,102.969635,3.815269671,MLv,27,42,114.9918365,"Southern Sumatra, Indonesia",BMKG
