No,Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Count,Azimuth Gap,Location,Agency
288,bmg2014afjz,2014-01-03T22:43:30.700474Z,-6.002250195,103.5427017,3.450085385,MLv,10,9,191.0671921,"Southwest of Sumatra, Indonesia",BMG
285,bmg2014afrj,2014-01-04T02:26:41.213418Z,-6.288510323,103.549408,3.61094444,MLv,10,9,207.4773865,"Southwest of Sumatra, Indonesia",BMG
283,bmg2014agfm,2014-01-04T09:35:19.536305Z,1.496836305,97.10102844,3.094544936,MLv,10,9,176.930954,"Northern Sumatra, Indonesia",BMG
277,bmg2014aifr,2014-01-05T11:58:24.314989Z,1.075777054,97.08922577,3.660078493,MLv,24,15,148.9966278,"Northern Sumatra, Indonesia",BMG
259,bmg2014akyb,2014-01-06T23:30:45.15305Z,-1.8525455,100.8027649,3.782433305,MLv,37,18,72.34194565,"Southern Sumatra, Indonesia",BMG
252,bmg2014amiw,2014-01-07T18:06:14.273839Z,0.582435906,98.46050262,4.402231341,MLv,57,27,147.3596954,"Northern Sumatra, Indonesia",BMG
251,bmg2014amju,2014-01-07T18:34:46.414536Z,-6.018075466,103.5602646,3.33899789,MLv,12,12,235.0518875,"Southwest of Sumatra, Indonesia",BMG
224,bmg2014aovy,2014-01-09T02:59:37.538515Z,4.844822407,96.02822113,3.333481635,MLv,5,5,280.475914,"Northern Sumatra, Indonesia",BMG
219,bmg2014apmm,2014-01-09T11:20:28.657444Z,-5.500136852,103.3650513,3.430993679,MLv,10,8,186.4127884,"Southern Sumatra, Indonesia",BMG
218,bmg2014apnz,2014-01-09T12:05:47.7238Z,-0.86088413,100.6444092,4.293074625,MLv,10,17,124.0052795,"Southern Sumatra, Indonesia",BMG
214,bmg2014arsa,2014-01-10T16:24:59.381497Z,-5.196413517,102.6030502,3.07408387,MLv,11,9,144.5957718,"Southern Sumatra, Indonesia",BMG
209,bmg2014aslh,2014-01-11T02:09:03.491831Z,-0.709068358,97.3486557,4.789261104,mb,10,40,159.0638733,"Southwest of Sumatra, Indonesia",BMG
188,bmg2014bawz,2014-01-15T17:08:58.36009Z,-5.980363846,103.4596786,3.486504183,MLv,22,10,159.8882828,"Southern Sumatra, Indonesia",BMG
184,bmg2014bbfv,2014-01-15T21:36:33.059224Z,-6.14925909,103.1870804,4.810950059,MLv,34,41,97.80644989,"Southwest of Sumatra, Indonesia",BMG
182,bmg2014bblb,2014-01-16T00:16:01.223681Z,-5.314050674,102.8281097,3.057107405,MLv,34,7,168.7643433,"Southern Sumatra, Indonesia",BMG
168,bmg2014benf,2014-01-17T16:45:44.142477Z,0.468882024,99.54879761,3.774246096,M,10,15,111.2054672,"Northern Sumatra, Indonesia",BMG
165,bmg2014beow,2014-01-17T17:35:13.217377Z,-6.398409367,103.7790222,2.636177302,M,11,8,332.0534086,"Southwest of Sumatra, Indonesia",BMG
147,bmg2014blap,2014-01-21T06:21:32.851603Z,-6.023753643,103.549614,3.975890874,MLv,10,10,235.450119,"Southwest of Sumatra, Indonesia",BMG
131,bmg2014botx,2014-01-23T07:29:23.737571Z,5.189376354,95.37825775,4.077615023,MLv,106,16,287.4404373,"Northern Sumatra, Indonesia",BMG
120,bmg2014brcv,2014-01-24T14:16:55.640017Z,-5.97615242,103.4853668,3.142991568,MLv,10,7,275.8033066,"Southern Sumatra, Indonesia",BMG
119,bmg2014brdm,2014-01-24T14:36:20.314442Z,4.446484089,95.16402435,4.851137487,MLv,10,12,280.7626419,"Northern Sumatra, Indonesia",BMG
75,bmg2014buqg,2014-01-26T12:27:47.043085Z,-5.360214233,103.1467285,2.752580086,MLv,12,11,173.5103531,"Southern Sumatra, Indonesia",BMG
68,bmg2014buus,2014-01-26T14:43:12.38797Z,5.032822132,94.75744629,3.723653662,MLv,13,10,295.8543549,"Northern Sumatra, Indonesia",BMG
46,bmg2014bwlf,2014-01-27T12:11:11.67306Z,-5.03393364,103.1491623,3.633621078,MLv,34,11,139.9569168,"Southern Sumatra, Indonesia",BMG
42,bmg2014bxaa,2014-01-27T19:40:44.408522Z,-5.354067326,102.5664749,2.901383776,MLv,20,6,175.1768799,"Southern Sumatra, Indonesia",BMG
38,bmg2014bxdq,2014-01-27T21:29:53.736534Z,-5.311257839,102.5985718,2.719945835,MLv,11,8,166.2249527,"Southern Sumatra, Indonesia",BMG
35,bmg2014bxkg,2014-01-28T00:49:58.380502Z,-1.818806291,99.65473175,3.149509905,MLv,10,7,151.5321808,"Southern Sumatra, Indonesia",BMG
27,bmg2014bxzs,2014-01-28T08:39:30.863352Z,1.995085359,98.97928619,3.332977142,MLv,117,10,147.2158661,"Northern Sumatra, Indonesia",BMG
16,bmg2014bzgq,2014-01-29T01:17:20.126172Z,-5.70835638,103.3638077,3.113804443,MLv,10,10,262.2823563,"Southern Sumatra, Indonesia",BMG
14,bmg2014caec,2014-01-29T13:08:14.756301Z,3.643360615,97.55889893,3.079354795,MLv,114,18,83.06585693,"Northern Sumatra, Indonesia",BMG
11,bmg2014cauy,2014-01-29T21:39:41.398909Z,-4.529427528,100.5891495,4.836125829,mb,49,39,216.4661331,"Southwest of Sumatra, Indonesia",BMG
4,bmg2014ccmv,2014-01-30T19:49:36.578413Z,5.995133877,95.66975403,3.981141369,mb,222,22,180.3600616,"Northern Sumatra, Indonesia",BMG
348,bmg2014cfac,2014-02-01T04:47:32.760619Z,-3.612812757,99.92005157,4.228851846,MLv,29,16,140.3709106,"Southwest of Sumatra, Indonesia",BMG
347,bmg2014cfap,2014-02-01T05:03:40.185753Z,-3.670890093,99.84222412,3.707228054,MLv,43,10,245.9307337,"Southwest of Sumatra, Indonesia",BMG
343,bmg2014cgce,2014-02-01T18:59:26.764388Z,-5.376001358,103.2879562,3.01505367,MLv,42,8,174.2716141,"Southern Sumatra, Indonesia",BMG
333,bmg2014chqf,2014-02-02T15:12:46.979789Z,1.436100364,98.99214172,2.772498957,MLv,95,13,97.93758392,"Northern Sumatra, Indonesia",BMG
328,bmg2014chvv,2014-02-02T18:03:31.047685Z,-4.620014191,101.7392426,3.817067601,MLv,12,9,203.2938995,"Southern Sumatra, Indonesia",BMG
308,bmg2014clmc,2014-02-04T17:40:57.582139Z,-4.525489807,102.034256,3.443380692,MLv,26,15,172.6967163,"Southern Sumatra, Indonesia",BMG
287,bmg2014coam,2014-02-06T03:13:20.7726Z,2.206439495,96.11946869,2.91566159,MLv,23,7,287.7558265,"Northern Sumatra, Indonesia",BMG
273,bmg2014cqbc,2014-02-07T05:47:26.786876Z,5.239655495,94.66619873,4.570958347,MLv,10,12,227.3995361,"Northern Sumatra, Indonesia",BMG
266,bmg2014crct,2014-02-07T19:46:41.987438Z,-2.149904251,100.5779877,3.106025332,MLv,12,7,108.7289047,"Southern Sumatra, Indonesia",BMG
256,bmg2014csbr,2014-02-08T08:21:29.570836Z,-6.310054779,103.6401978,4.087508123,MLv,10,7,257.4439926,"Southwest of Sumatra, Indonesia",BMG
229,bmg2014cxsx,2014-02-11T10:44:26.338156Z,-1.510276198,99.32106781,3.655691867,MLv,52,6,157.138855,"Southern Sumatra, Indonesia",BMG
216,bmg2014cztj,2014-02-12T13:15:49.184359Z,-5.285475254,102.6917877,2.986729125,MLv,14,8,163.2328949,"Southern Sumatra, Indonesia",BMG
215,bmg2014czue,2014-02-12T13:39:30.79077Z,4.550144196,96.73792267,2.474552024,MLv,40,8,147.3758774,"Northern Sumatra, Indonesia",BMG
212,bmg2014czzr,2014-02-12T16:26:45.967708Z,-3.399894714,101.5912399,4.750452586,mb,44,48,131.0830383,"Southern Sumatra, Indonesia",BMG
209,bmg2014dahi,2014-02-12T20:18:41.116324Z,2.401706219,99.00443268,3.625276818,MLv,145,21,91.05823135,"Northern Sumatra, Indonesia",BMG
205,bmg2014daqz,2014-02-13T01:10:56.516032Z,4.923611164,95.83228302,3.803227826,MLv,10,9,265.8726654,"Northern Sumatra, Indonesia",BMG
197,bmg2014dcah,2014-02-13T19:01:44.36426Z,3.871037006,97.59170532,3.51384699,MLv,17,14,90.50804138,"Northern Sumatra, Indonesia",BMG
189,bmg2014ddgg,2014-02-14T11:10:56.697746Z,0.665286541,99.69756317,3.856845253,MLv,138,27,84.81122208,"Northern Sumatra, Indonesia",BMG
186,bmg2014defv,2014-02-15T00:05:36.900115Z,-4.663755894,102.5493393,3.580845314,MLv,25,11,127.6195526,"Southern Sumatra, Indonesia",BMG
163,bmg2014djga,2014-02-17T17:52:52.776839Z,-4.400662899,102.9523773,2.671649371,MLv,81,11,92.83065796,"Southern Sumatra, Indonesia",BMG
162,bmg2014djmu,2014-02-17T21:17:52.086313Z,-6.095356941,103.8262253,2.522018677,MLv,11,6,261.8720722,"Southwest of Sumatra, Indonesia",BMG
160,bmg2014djpk,2014-02-17T22:37:00.6183Z,-2.682982206,101.9812393,3.498577245,MLv,146,12,167.4779892,"Southern Sumatra, Indonesia",BMG
158,bmg2014djre,2014-02-17T23:29:56.227868Z,-5.958946228,103.6492386,3.334689501,MLv,11,6,253.2023964,"Southern Sumatra, Indonesia",BMG
157,bmg2014djru,2014-02-17T23:49:31.882164Z,-4.440854549,101.6905441,4.049274182,MLv,12,12,167.5034485,"Southern Sumatra, Indonesia",BMG
151,bmg2014dkvv,2014-02-18T14:59:39.100595Z,0.36592415,97.58153534,4.044088255,MLv,29,15,209.9620361,"Northern Sumatra, Indonesia",BMG
139,bmg2014dmxo,2014-02-19T18:08:39.120398Z,-1.740371108,100.184761,3.583934565,MLv,10,13,100.8419952,"Southern Sumatra, Indonesia",BMG
132,bmg2014dpqn,2014-02-21T05:59:00.67605Z,2.619966745,98.95808411,3.480362828,MLv,144,25,73.78374481,"Northern Sumatra, Indonesia",BMG
129,bmg2014dpvh,2014-02-21T08:24:39.807365Z,2.53773737,98.91864014,2.262204211,MLv,142,11,161.7167282,"Northern Sumatra, Indonesia",BMG
121,bmg2014drpr,2014-02-22T07:49:53.826874Z,0.699693382,97.22699738,3.180467047,MLv,22,9,206.6501312,"Northern Sumatra, Indonesia",BMG
120,bmg2014drpv,2014-02-22T07:55:23.229766Z,3.197596788,98.48729706,2.08279459,MLv,10,8,204.5548096,"Northern Sumatra, Indonesia",BMG
118,bmg2014drxl,2014-02-22T11:45:36.874281Z,1.138411164,97.08223724,4.485880931,MLv,21,19,188.4633789,"Northern Sumatra, Indonesia",BMG
117,bmg2014drzg,2014-02-22T12:40:24.353952Z,1.134130836,97.08272552,4.147394118,MLv,32,17,188.5738525,"Northern Sumatra, Indonesia",BMG
113,bmg2014dshf,2014-02-22T16:41:47.094703Z,-6.0912323,103.0882721,3.154216738,MLv,11,9,244.0671692,"Southwest of Sumatra, Indonesia",BMG
112,bmg2014dsit,2014-02-22T17:28:00.158256Z,1.081062555,97.14012909,4.857719405,mb,34,43,149.7346954,"Northern Sumatra, Indonesia",BMG
111,bmg2014dspj,2014-02-22T20:49:22.827947Z,-7.226046562,104.3791351,3.788834307,MLv,69,13,215.8604202,"Southwest of Sumatra, Indonesia",BMG
109,bmg2014dsxr,2014-02-23T01:01:00.199915Z,1.160735011,97.09544373,4.22996011,MLv,29,27,187.1337433,"Northern Sumatra, Indonesia",BMG
108,bmg2014dsyp,2014-02-23T01:28:41.329629Z,-7.12340641,104.3992615,4.284029893,MLv,16,15,210.2574921,"Southwest of Sumatra, Indonesia",BMG
107,bmg2014dszf,2014-02-23T01:47:06.593692Z,1.183079123,97.11064911,4.897490797,mb,31,57,129.6854401,"Northern Sumatra, Indonesia",BMG
104,bmg2014dtob,2014-02-23T09:17:16.328095Z,-7.165266514,104.4134827,4.03676293,MLv,10,23,213.3969955,"Southwest of Sumatra, Indonesia",BMG
93,bmg2014dukw,2014-02-23T20:49:05.479733Z,0.988472641,98.58609009,3.242892368,MLv,92,12,105.5660858,"Northern Sumatra, Indonesia",BMG
83,bmg2014dvqw,2014-02-24T12:59:08.553614Z,1.048859119,97.17275238,3.953265962,MLv,16,16,187.0571899,"Northern Sumatra, Indonesia",BMG
64,bmg2014dxts,2014-02-25T16:44:19.284842Z,-5.02014637,102.3758698,3.477889486,MLv,14,12,172.4091902,"Southern Sumatra, Indonesia",BMG
53,bmg2014dywk,2014-02-26T07:11:49.829897Z,2.325858831,96.19142151,3.353254361,MLv,18,11,227.7487431,"Northern Sumatra, Indonesia",BMG
37,bmg2014ebfa,2014-02-27T13:49:26.12048Z,-2.55065155,99.50515747,4.085113863,MLv,27,17,198.4166718,"Southern Sumatra, Indonesia",BMG
36,bmg2014ebjn,2014-02-27T16:05:04.647015Z,2.470464468,96.0699234,2.687628092,MLv,10,5,311.1725845,"Northern Sumatra, Indonesia",BMG
29,bmg2014ebxb,2014-02-27T22:56:28.737243Z,-5.187255383,102.4899063,2.856276955,MLv,20,8,148.3519363,"Southern Sumatra, Indonesia",BMG
4,bmg2014egpd,2014-03-02T12:35:57.497464Z,4.376384258,95.51242065,4.081923921,MLv,29,15,261.9146423,"Northern Sumatra, Indonesia",BMG
434,bmg2014egpd,2014-03-02T12:35:57.497464Z,4.376384258,95.51242065,4.081923921,MLv,29,15,261.9146423,"Northern Sumatra, Indonesia",BMG
429,bmg2014eigb,2014-03-03T10:17:49.795831Z,-4.074448109,102.7559738,3.89261097,MLv,83,19,150.3059845,"Southern Sumatra, Indonesia",BMG
410,bmg2014elcs,2014-03-05T00:00:00.659715Z,-0.934399664,99.10652161,2.824649051,MLv,23,9,134.0880737,"Southern Sumatra, Indonesia",BMG
407,bmg2014elja,2014-03-05T03:11:10.104168Z,1.004365921,98.73282623,3.918621608,MLv,75,16,96.85751343,"Northern Sumatra, Indonesia",BMG
405,bmg2014eltg,2014-03-05T08:22:11.485133Z,-3.319580793,101.517601,3.255184154,MLv,20,6,164.2013321,"Southern Sumatra, Indonesia",BMG
395,bmg2014ensg,2014-03-06T10:07:58.71585Z,-5.68083334,103.4972076,3.353698045,MLv,17,8,256.4942856,"Southern Sumatra, Indonesia",BMG
394,bmg2014ensu,2014-03-06T10:22:41.842608Z,5.083756924,96.71592712,2.986524262,MLv,27,7,216.9883385,"Northern Sumatra, Indonesia",BMG
380,bmg2014epwb,2014-03-07T14:19:51.496022Z,4.751862049,96.60783386,3.511583706,MLv,10,12,192.6221809,"Northern Sumatra, Indonesia",BMG
372,bmg2014erbh,2014-03-08T06:06:21.230369Z,-2.831229925,100.9075012,3.160963049,MLv,15,11,147.4352951,"Southern Sumatra, Indonesia",BMG
364,bmg2014esxn,2014-03-09T06:28:15.212558Z,0.654988647,99.80876923,3.48849077,MLv,10,13,103.8901119,"Northern Sumatra, Indonesia",BMG
362,bmg2014etfu,2014-03-09T10:38:42.289413Z,2.262161732,96.95365143,2.975094842,MLv,67,9,205.441452,"Northern Sumatra, Indonesia",BMG
353,bmg2014eusb,2014-03-10T05:59:02.905226Z,-5.141663074,104.5521927,3.947798551,MLv,109,13,137.8382034,"Southern Sumatra, Indonesia",BMG
352,bmg2014evcr,2014-03-10T11:20:25.502287Z,3.81764555,96.85259247,3.680558255,MLv,72,11,114.3472748,"Northern Sumatra, Indonesia",BMG
343,bmg2014ewrr,2014-03-11T08:03:27.237849Z,-4.431378841,102.4726334,4.208698753,MLv,27,20,185.4944458,"Southern Sumatra, Indonesia",BMG
334,bmg2014exkv,2014-03-11T17:44:33.826471Z,-5.791148186,102.7499771,3.85024283,MLv,62,15,225.1993332,"Southern Sumatra, Indonesia",BMG
312,bmg2014ezxp,2014-03-13T02:28:11.915502Z,2.062921524,96.55498505,4.103026246,MLv,43,15,183.418335,"Northern Sumatra, Indonesia",BMG
309,bmg2014famn,2014-03-13T09:59:48.559017Z,-2.080891609,101.0644226,2.9654388,MLv,28,10,82.79208374,"Southern Sumatra, Indonesia",BMG
286,bmg2014fczt,2014-03-14T18:57:15.101957Z,1.420482635,98.26898193,2.806611452,MLv,10,8,207.761652,"Northern Sumatra, Indonesia",BMG
274,bmg2014fdry,2014-03-15T04:09:38.455679Z,0.400002807,98.20291138,4.580496638,MLv,36,20,176.5162354,"Northern Sumatra, Indonesia",BMG
271,bmg2014fecz,2014-03-15T09:43:24.443457Z,-4.033525944,100.415863,4.851086938,MLv,10,23,225.8818436,"Southwest of Sumatra, Indonesia",BMG
267,bmg2014fesj,2014-03-15T17:30:22.196437Z,-4.069248676,102.3891449,4.17315343,mb,80,16,173.9127502,"Southern Sumatra, Indonesia",BMG
254,bmg2014fhep,2014-03-17T01:57:23.17389Z,-4.078547001,100.3905792,3.777974859,MLv,19,19,219.1368332,"Southwest of Sumatra, Indonesia",BMG
251,bmg2014fhkf,2014-03-17T04:47:22.981921Z,3.324832678,98.57927704,1.879166047,MLv,10,6,227.4930878,"Northern Sumatra, Indonesia",BMG
232,bmg2014fjbx,2014-03-18T02:52:14.931657Z,-5.827343941,102.7956161,3.347771715,MLv,25,6,232.3980637,"Southern Sumatra, Indonesia",BMG
231,bmg2014fjci,2014-03-18T03:04:52.609204Z,-2.869519711,101.364151,3.518548217,MLv,36,9,125.8429108,"Southern Sumatra, Indonesia",BMG
227,bmg2014fjqo,2014-03-18T10:15:54.067863Z,1.09576273,97.08912659,4.287149874,MLv,17,18,189.4577637,"Northern Sumatra, Indonesia",BMG
220,bmg2014fkfj,2014-03-18T17:45:17.742323Z,-5.178535938,103.2529678,2.760329386,MLv,31,7,154.3408813,"Southern Sumatra, Indonesia",BMG
216,bmg2014fkho,2014-03-18T18:51:02.655725Z,-4.577679634,102.7570953,3.576574823,MLv,39,12,103.1839218,"Southern Sumatra, Indonesia",BMG
209,bmg2014flgs,2014-03-19T07:36:04.93577Z,1.732647538,96.94959259,4.175436638,MLv,46,17,171.5943298,"Northern Sumatra, Indonesia",BMG
200,bmg2014fmec,2014-03-19T19:22:56.769583Z,2.791647911,97.10487366,3.270156102,MLv,63,11,90.54458618,"Northern Sumatra, Indonesia",BMG
190,bmg2014fmsf,2014-03-20T02:30:09.233414Z,4.503376961,96.94561768,3.255558961,MLv,145,8,113.6212222,"Northern Sumatra, Indonesia",BMG
162,bmg2014fptx,2014-03-21T18:46:59.184399Z,0.56728369,99.82028961,4.514537047,mb,164,29,96.45309448,"Northern Sumatra, Indonesia",BMG
135,bmg2014frve,2014-03-22T21:41:23.751888Z,5.191910744,94.58499908,4.460502798,mb,84,22,126.5639954,"Northern Sumatra, Indonesia",BMG
112,bmg2014ftvd,2014-03-23T23:56:44.107672Z,-4.287045956,102.3881378,4.648957082,MLv,35,22,116.4168091,"Southern Sumatra, Indonesia",BMG
110,bmg2014fubr,2014-03-24T03:14:58.163089Z,3.211324453,98.49337006,2.218601059,MLv,10,8,206.8045044,"Northern Sumatra, Indonesia",BMG
109,bmg2014fuda,2014-03-24T03:55:44.817623Z,-4.870251179,104.0388412,2.218832818,MLv,10,6,124.9103127,"Southern Sumatra, Indonesia",BMG
108,bmg2014fudh,2014-03-24T04:04:09.11914Z,-6.31532526,103.4315872,3.329913767,MLv,20,7,292.7980995,"Southwest of Sumatra, Indonesia",BMG
106,bmg2014fugc,2014-03-24T05:28:51.410928Z,2.664433718,99.27877045,3.358750132,MLv,172,13,155.1177025,"Northern Sumatra, Indonesia",BMG
105,bmg2014fuol,2014-03-24T09:41:35.231731Z,-3.61971879,102.2644348,3.007785252,MLv,65,8,136.8839569,"Southern Sumatra, Indonesia",BMG
98,bmg2014fuzk,2014-03-24T15:14:31.546563Z,1.695543528,99.75508118,3.177000448,MLv,112,5,239.9866333,"Northern Sumatra, Indonesia",BMG
96,bmg2014fvam,2014-03-24T15:46:32.53216Z,-3.547385931,103.9167252,4.888825791,mb,281,123,55.39523315,"Southern Sumatra, Indonesia",BMG
88,bmg2014fwck,2014-03-25T05:55:36.590055Z,-4.847028732,104.0449829,3.676273726,MLv,10,7,125.8824501,"Southern Sumatra, Indonesia",BMG
75,bmg2014fxbp,2014-03-25T18:37:06.440797Z,-4.870109558,104.0443726,2.873055054,MLv,10,8,125.9705887,"Southern Sumatra, Indonesia",BMG
59,bmg2014fysq,2014-03-26T16:21:46.241344Z,-6.659292221,103.6104279,3.861519693,MLv,11,13,162.1674805,"Southwest of Sumatra, Indonesia",BMG
51,bmg2014gafd,2014-03-27T11:47:59.680934Z,1.849493504,96.91725922,3.187002684,MLv,30,5,183.8200073,"Northern Sumatra, Indonesia",BMG
32,bmg2014gcdo,2014-03-28T13:16:57.970712Z,1.1695472,99.03018951,2.816125548,MLv,23,12,149.3009949,"Northern Sumatra, Indonesia",BMG
28,bmg2014gclf,2014-03-28T17:08:36.286014Z,-3.528003454,99.72473907,3.683112695,MLv,53,15,218.2443161,"Southwest of Sumatra, Indonesia",BMG
21,bmg2014gcyk,2014-03-28T23:48:23.988322Z,-5.488865376,102.6105728,4.28704647,MLv,26,13,143.2194672,"Southern Sumatra, Indonesia",BMG
17,bmg2014gdko,2014-03-29T05:57:28.381156Z,4.843607426,96.09072113,3.321443249,MLv,10,10,274.4120178,"Northern Sumatra, Indonesia",BMG
16,bmg2014gdlv,2014-03-29T06:35:30.68556Z,-4.979576588,102.9783554,3.177980881,MLv,24,9,132.297821,"Southern Sumatra, Indonesia",BMG
3,bmg2014gger,2014-03-30T18:23:33.80192Z,-3.694441319,102.5107498,3.918864847,MLv,100,17,144.0406189,"Southern Sumatra, Indonesia",BMG
366,bmg2014gixt,2014-04-01T06:18:26.355033Z,-4.171889782,102.0647583,3.959825643,MLv,37,15,185.0966415,"Southern Sumatra, Indonesia",BMG
365,bmg2014gjig,2014-04-01T11:39:19.23455Z,5.345831871,95.59107971,4.618670772,MLv,10,15,289.0057983,"Northern Sumatra, Indonesia",BMG
355,bmg2014glhs,2014-04-02T13:36:11.840414Z,-6.663896084,103.7677841,4.208629995,MLv,10,10,161.8197784,"Southwest of Sumatra, Indonesia",BMG
345,bmg2014gmfr,2014-04-03T01:43:11.692786Z,-2.214519739,100.7136993,3.829998901,MLv,11,10,98.39941406,"Southern Sumatra, Indonesia",BMG
343,bmg2014gmxp,2014-04-03T10:46:25.645068Z,-5.492345333,102.0575027,4.619014596,MLv,10,18,212.8800354,"Southern Sumatra, Indonesia",BMG
337,bmg2014gnfk,2014-04-03T14:43:01.911779Z,-4.867721081,104.0256805,2.688731615,MLv,10,8,127.7829132,"Southern Sumatra, Indonesia",BMG
336,bmg2014gnge,2014-04-03T15:05:51.895467Z,2.382573605,96.63665009,3.254702432,MLv,10,13,129.0166931,"Northern Sumatra, Indonesia",BMG
333,bmg2014gnhv,2014-04-03T15:56:16.893979Z,1.043751955,96.99824524,3.620325018,MLv,17,18,195.2885742,"Northern Sumatra, Indonesia",BMG
330,bmg2014gnxk,2014-04-03T23:47:53.379907Z,-4.883057594,104.0583954,3.380936862,MLv,10,8,162.9197788,"Southern Sumatra, Indonesia",BMG
327,bmg2014gnzb,2014-04-04T00:39:02.109071Z,-4.792490959,102.1341248,4.040776502,MLv,15,15,216.7201538,"Southern Sumatra, Indonesia",BMG
313,bmg2014gpqj,2014-04-04T22:31:57.141796Z,-1.826118231,100.4021454,2.898143272,MLv,13,7,87.93849182,"Southern Sumatra, Indonesia",BMG
311,bmg2014gqgm,2014-04-05T06:40:20.860269Z,2.776672363,92.24834442,4.854519663,mb,10,19,161.0154877,"Northern Sumatra, Indonesia",BMG
303,bmg2014grxe,2014-04-06T04:14:17.619432Z,3.203354836,96.08432007,3.049605347,MLv,10,7,213.8537941,"Northern Sumatra, Indonesia",BMG
301,bmg2014grzp,2014-04-06T05:30:04.824372Z,1.342595577,99.01887512,3.526138298,MLv,99,13,86.31393433,"Northern Sumatra, Indonesia",BMG
294,bmg2014gsrh,2014-04-06T14:23:23.365625Z,-6.496017456,103.5367584,4.446445691,MLv,31,18,164.0596924,"Southwest of Sumatra, Indonesia",BMG
293,bmg2014gszs,2014-04-06T18:39:21.586646Z,-4.521561623,104.5797729,4.275275486,mb,216,38,72.47827387,"Southern Sumatra, Indonesia",BMG
291,bmg2014gtqe,2014-04-07T02:58:35.388914Z,-5.034173012,103.1285248,3.911007766,MLv,24,9,213.9706726,"Southern Sumatra, Indonesia",BMG
290,bmg2014gttg,2014-04-07T04:31:29.704762Z,-5.344819546,103.2685471,3.092238945,MLv,31,8,243.9817734,"Southern Sumatra, Indonesia",BMG
282,bmg2014gvby,2014-04-07T22:02:34.026227Z,-4.903423786,102.8648682,4.034633647,MLv,25,11,230.8351212,"Southern Sumatra, Indonesia",BMG
280,bmg2014gvhr,2014-04-08T00:57:23.222673Z,4.769188881,96.17022705,4.542903839,MLv,10,15,173.0556335,"Northern Sumatra, Indonesia",BMG
274,bmg2014gwry,2014-04-08T19:16:04.113912Z,-1.90698576,99.61379242,3.672261902,MLv,12,16,162.6055908,"Southern Sumatra, Indonesia",BMG
255,bmg2014gyik,2014-04-09T16:43:15.731081Z,3.102561712,95.92954254,4.701446037,mb,42,47,95.82325745,"Northern Sumatra, Indonesia",BMG
251,bmg2014gynj,2014-04-09T19:13:31.358249Z,-4.934385777,104.1371155,3.85082416,MLv,10,13,103.0979023,"Southern Sumatra, Indonesia",BMG
248,bmg2014gyun,2014-04-09T22:50:55.425852Z,-1.823021889,99.7882843,3.98764232,MLv,10,21,138.5172577,"Southern Sumatra, Indonesia",BMG
237,bmg2014hbbu,2014-04-11T04:47:00.598389Z,-5.25130415,102.8502197,4.15986176,MLv,10,12,230.5124283,"Southern Sumatra, Indonesia",BMG
234,bmg2014hbkp,2014-04-11T09:13:58.059791Z,-1.525474668,97.67552948,4.448594164,MLv,10,13,258.361269,"Southwest of Sumatra, Indonesia",BMG
227,bmg2014hcba,2014-04-11T17:31:49.04714Z,2.469125986,96.0810318,3.164046712,MLv,25,6,242.4800739,"Northern Sumatra, Indonesia",BMG
209,bmg2014heuu,2014-04-13T05:48:04.709861Z,2.667147875,95.50780487,3.913444987,MLv,10,11,255.1021404,"Northern Sumatra, Indonesia",BMG
206,bmg2014hfyf,2014-04-13T20:40:14.448414Z,3.574197769,96.22973633,3.790718249,MLv,13,13,198.9604158,"Northern Sumatra, Indonesia",BMG
195,bmg2014hhla,2014-04-14T16:16:23.57227Z,3.862465858,96.80389404,4.294187073,MLv,51,20,116.9342346,"Northern Sumatra, Indonesia",BMG
180,bmg2014hktv,2014-04-16T12:07:56.452231Z,-1.795807838,99.79199982,3.356417537,MLv,10,7,136.3001099,"Southern Sumatra, Indonesia",BMG
163,bmg2014hnhp,2014-04-17T21:20:50.401698Z,0.381504268,98.50611877,3.333861688,MLv,40,10,107.0031281,"Northern Sumatra, Indonesia",BMG
134,bmg2014hqmh,2014-04-19T15:12:44.556165Z,2.471997738,99.08003235,3.39734171,MLv,144,12,119.1019325,"Northern Sumatra, Indonesia",BMG
121,bmg2014htox,2014-04-21T07:52:01.640989Z,-6.378364086,103.6917877,4.394784368,MLv,10,17,210.0139618,"Southwest of Sumatra, Indonesia",BMG
118,bmg2014huvy,2014-04-22T00:33:12.754374Z,0.545832872,92.87458038,4.802017609,MLv,10,11,311.8054085,"Northern Sumatra, Indonesia",BMG
114,bmg2014hvrx,2014-04-22T11:38:59.20561Z,0.549758196,98.22900391,3.696906598,MLv,12,7,143.7620392,"Northern Sumatra, Indonesia",BMG
112,bmg2014hvwz,2014-04-22T14:12:32.049373Z,-7.798365593,103.5343475,4.3876512,MLv,27,18,148.9468079,"Southwest of Sumatra, Indonesia",BMG
96,bmg2014hxlf,2014-04-23T10:32:28.690753Z,-5.38319397,102.8588867,4.309511671,MLv,19,16,158.488884,"Southern Sumatra, Indonesia",BMG
85,bmg2014hzxk,2014-04-24T18:58:21.833116Z,1.24688077,97.22546387,3.883909405,MLv,27,18,178.225708,"Northern Sumatra, Indonesia",BMG
80,bmg2014iatc,2014-04-25T05:56:18.150153Z,1.263587117,96.70842743,3.008440192,MLv,10,8,254.1203232,"Northern Sumatra, Indonesia",BMG
