No,Event ID,Date time,Latitude,Longitude,Magnitude,Mag Type,Depth (km),Phase Count,Azimuth Gap,Location,Agency
457,bmg2023hkuf,2023-04-16T12:19:09.876627Z,0.621368825,98.51517487,2.974595587,MLv,34,25,88.68525696,"Northern Sumatra, Indonesia",BMKG
449,bmg2023hkyn,2023-04-16T14:29:28.618524Z,3.818857193,95.90644073,3.331218209,M,31,33,174.4704437,"Northern Sumatra, Indonesia",BMKG
443,bmg2023hlmg,2023-04-16T21:26:17.967584Z,2.278763056,98.04803467,2.336030669,MLv,44,32,112.1437378,"Northern Sumatra, Indonesia",BMKG
409,bmg2023hntb,2023-04-18T03:08:53.614027Z,4.74416256,96.20561218,3.77353116,MLv,10,51,70.86791992,"Northern Sumatra, Indonesia",BMKG
407,bmg2023hnxr,2023-04-18T05:29:05.165172Z,1.178705454,99.4291153,3.514361784,MLv,10,67,45.22562218,"Northern Sumatra, Indonesia",BMKG
378,bmg2023hpgk,2023-04-18T23:01:23.768049Z,3.964064121,96.65787506,3.620878172,MLv,64,55,107.2410889,"Northern Sumatra, Indonesia",BMKG
341,bmg2023hsmi,2023-04-20T17:25:53.111155Z,0.356201768,98.59197235,3.423478768,MLv,12,40,89.79675293,"Northern Sumatra, Indonesia",BMKG
298,bmg2023huxr,2023-04-22T01:25:35.29228Z,1.787326932,99.17432404,3.172754143,M,10,54,44.79159546,"Northern Sumatra, Indonesia",BMKG
296,bmg2023huxx,2023-04-22T01:32:59.318053Z,1.766518593,99.11293793,2.959605133,M,10,20,68.46228027,"Northern Sumatra, Indonesia",BMKG
293,bmg2023hvef,2023-04-22T04:43:36.834875Z,3.451652765,96.66311646,2.720400366,MLv,33,24,131.9607391,"Northern Sumatra, Indonesia",BMKG
245,bmg2023hxhk,2023-04-23T08:37:14.09574Z,0.599441648,100.2398911,3.575992933,MLv,176,77,74.57756233,"Northern Sumatra, Indonesia",BMKG
237,bmg2023hyaw,2023-04-23T18:27:00.458956Z,0.281731755,97.54094696,3.470582225,MLv,23,26,209.8297272,"Northern Sumatra, Indonesia",BMKG
221,bmg2023hzic,2023-04-24T11:14:25.306146Z,0.43752116,99.90227509,2.395260979,MLv,10,29,67.66848755,"Northern Sumatra, Indonesia",BMKG
206,bmg2023iacm,2023-04-24T21:32:41.483398Z,0.061414193,98.68196106,3.371747817,M,22,15,97.13108826,"Northern Sumatra, Indonesia",BMKG
197,bmg2023iaja,2023-04-25T00:50:45.741035Z,3.101905346,97.66601562,2.952058663,MLv,48,38,104.9511261,"Northern Sumatra, Indonesia",BMKG
190,bmg2023iawt,2023-04-25T07:46:18.452211Z,5.169579029,96.18060303,2.469577179,MLv,14,14,109.5917091,"Northern Sumatra, Indonesia",BMKG
181,bmg2023ibjp,2023-04-25T14:16:16.997138Z,1.885189891,98.96222687,2.906948731,MLv,115,54,61.00725174,"Northern Sumatra, Indonesia",BMKG
180,bmg2023ibke,2023-04-25T14:33:35.442911Z,0.453426242,99.98859406,3.120954166,MLv,146,50,65.59986496,"Northern Sumatra, Indonesia",BMKG
178,bmg2023ibng,2023-04-25T16:07:11.130976Z,1.95353353,97.85723114,3.303392083,MLv,27,46,82.92182922,"Northern Sumatra, Indonesia",BMKG
158,bmg2023icay,2023-04-25T23:02:26.054461Z,0.062680423,100.0985794,2.556477989,MLv,10,24,102.0445404,"Northern Sumatra, Indonesia",BMKG
155,bmg2023icir,2023-04-26T02:56:26.387464Z,4.723610878,95.4556427,4.708712703,MLv,62,57,189.0518494,"Northern Sumatra, Indonesia",BMKG
151,bmg2023icpw,2023-04-26T06:34:00.572413Z,4.560388565,95.0195694,4.564024487,MLv,19,43,223.855793,"Northern Sumatra, Indonesia",BMKG
136,bmg2023idmh,2023-04-26T17:53:41.285495Z,4.110454559,95.83876038,3.113626465,MLv,19,20,209.374855,"Northern Sumatra, Indonesia",BMKG
132,bmg2023idpt,2023-04-26T19:39:12.945378Z,3.146735907,98.49944305,2.415666543,MLv,10,13,199.4350586,"Northern Sumatra, Indonesia",BMKG
127,bmg2023idyw,2023-04-27T00:15:26.125079Z,0.7177248,98.30230713,3.464169546,MLv,10,26,71.90135193,"Northern Sumatra, Indonesia",BMKG
114,bmg2023ietb,2023-04-27T10:27:27.614804Z,1.888001561,99.39162445,3.98749003,MLv,153,50,73.10593414,"Northern Sumatra, Indonesia",BMKG
109,bmg2023ifby,2023-04-27T14:56:56.69036Z,3.042796373,98.48897552,4.89710014,MLv,10,103,75.73854065,"Northern Sumatra, Indonesia",BMKG
106,bmg2023ifhk,2023-04-27T17:42:49.968343Z,0.535394073,100.1043777,3.512852001,MLv,168,71,61.24668121,"Northern Sumatra, Indonesia",BMKG
75,bmg2023ihez,2023-04-28T18:45:16.190662Z,5.315937519,93.82085419,4.025217901,MLv,10,32,289.74617,"Northern Sumatra, Indonesia",BMKG
64,bmg2023ihkq,2023-04-28T21:35:34.149409Z,2.562241077,96.64660645,2.726278612,M,13,27,140.3219681,"Northern Sumatra, Indonesia",BMKG
62,bmg2023ihks,2023-04-28T21:38:59.160322Z,2.611071825,96.63382721,2.554578683,MLv,15,22,141.3016205,"Northern Sumatra, Indonesia",BMKG
55,bmg2023ihwc,2023-04-29T03:23:38.721524Z,4.967530727,95.94130707,3.379558152,MLv,10,29,81.68304443,"Northern Sumatra, Indonesia",BMKG
49,bmg2023iigo,2023-04-29T08:41:09.7529Z,1.749721527,96.75276947,3.813544864,MLv,12,36,187.4166565,"Northern Sumatra, Indonesia",BMKG
44,bmg2023iiju,2023-04-29T10:19:38.746289Z,2.363590479,95.09499359,3.564020319,MLv,10,27,236.6944377,"Northern Sumatra, Indonesia",BMKG
32,bmg2023iiyw,2023-04-29T17:56:01.847041Z,5.009604931,96.0027771,2.228174305,MLv,10,13,141.6183472,"Northern Sumatra, Indonesia",BMKG
30,bmg2023ijar,2023-04-29T18:50:47.541028Z,2.358029127,98.97055054,2.354324182,MLv,134,33,154.2926025,"Northern Sumatra, Indonesia",BMKG
29,bmg2023ijbs,2023-04-29T19:22:41.516892Z,3.061077833,98.19754028,1.683109341,MLv,10,12,101.9771156,"Northern Sumatra, Indonesia",BMKG
7,bmg2023ikyp,2023-04-30T20:04:15.267105Z,2.3320539,97.89299011,2.563193787,MLv,39,27,90.41778564,"Northern Sumatra, Indonesia",BMKG
6,bmg2023ikyw,2023-04-30T20:12:49.805767Z,2.239967823,97.91249847,2.646633428,MLv,38,33,75.22869873,"Northern Sumatra, Indonesia",BMKG
707,bmg2023inlf,2023-05-02T04:42:44.909668Z,5.073788166,97.71329498,3.300199877,M,10,23,103.5098591,"Northern Sumatra, Indonesia",BMKG
676,bmg2023iqfu,2023-05-03T17:23:24.890655Z,2.588283539,98.96077728,3.750116123,MLv,151,46,160.5062408,"Northern Sumatra, Indonesia",BMKG
668,bmg2023irdc,2023-05-04T05:09:15.368396Z,3.342029095,96.15348053,2.891597496,MLv,10,17,166.3601074,"Northern Sumatra, Indonesia",BMKG
667,bmg2023irej,2023-05-04T05:47:42.374648Z,5.273360729,94.41846466,3.223217788,MLv,10,18,292.9152603,"Northern Sumatra, Indonesia",BMKG
654,bmg2023irtn,2023-05-04T13:27:42.786185Z,1.889231682,99.33168793,2.646523688,MLv,157,22,167.0290527,"Northern Sumatra, Indonesia",BMKG
639,bmg2023itcg,2023-05-05T07:00:38.052686Z,2.762270689,95.60504913,3.852514466,MLv,10,36,220.4185028,"Northern Sumatra, Indonesia",BMKG
631,bmg2023itjh,2023-05-05T10:34:02.824795Z,2.622377396,96.05924988,3.873970988,MLv,22,55,204.8470917,"Northern Sumatra, Indonesia",BMKG
619,bmg2023ittb,2023-05-05T15:30:30.751918Z,4.516716003,96.45058441,2.687261701,MLv,10,24,79.8062973,"Northern Sumatra, Indonesia",BMKG
612,bmg2023itwp,2023-05-05T17:16:40.075991Z,3.223941088,96.3372345,2.845433352,MLv,10,29,150.7457733,"Northern Sumatra, Indonesia",BMKG
599,bmg2023iubu,2023-05-05T19:54:40.270784Z,4.457219601,96.61197662,3.419475567,MLv,10,36,48.69541931,"Northern Sumatra, Indonesia",BMKG
598,bmg2023iuce,2023-05-05T20:06:41.253624Z,5.192483902,94.32748413,3.548281555,MLv,19,27,287.3763084,"Northern Sumatra, Indonesia",BMKG
589,bmg2023iuqb,2023-05-06T03:07:41.967243Z,1.000370741,98.86915588,3.174627446,MLv,64,46,61.88752747,"Northern Sumatra, Indonesia",BMKG
515,bmg2023jahx,2023-05-09T05:48:50.034596Z,0.482797474,97.98298645,3.109661703,MLv,10,18,148.2010345,"Northern Sumatra, Indonesia",BMKG
457,bmg2023jdry,2023-05-11T02:17:12.771543Z,4.678756714,96.2634964,3.205407828,MLv,10,30,92.59895325,"Northern Sumatra, Indonesia",BMKG
447,bmg2023jeqh,2023-05-11T14:36:35.471968Z,1.209859848,96.99754333,4.882811028,M,21,157,106.2891235,"Northern Sumatra, Indonesia",BMKG
445,bmg2023jeqy,2023-05-11T14:55:06.635573Z,1.221644998,96.9571228,3.165152409,MLv,15,23,198.118576,"Northern Sumatra, Indonesia",BMKG
416,bmg2023jhah,2023-05-12T21:55:51.102123Z,2.019061565,98.91814423,2.689791608,MLv,119,44,130.3496857,"Northern Sumatra, Indonesia",BMKG
410,bmg2023jhkw,2023-05-13T03:15:44.515617Z,4.608841896,96.16682434,3.696422895,MLv,104,54,85.4168396,"Northern Sumatra, Indonesia",BMKG
400,bmg2023jikx,2023-05-13T16:24:47.695163Z,3.178879738,98.41173553,2.481132518,MLv,133,27,69.63615036,"Northern Sumatra, Indonesia",BMKG
393,bmg2023jitl,2023-05-13T20:44:16.146639Z,1.731868267,99.4352417,3.922638143,MLv,170,93,59.00209808,"Northern Sumatra, Indonesia",BMKG
375,bmg2023jkrc,2023-05-14T21:49:41.370406Z,2.532428265,99.0090332,4.32552718,M,160,120,55.06552505,"Northern Sumatra, Indonesia",BMKG
372,bmg2023jkxw,2023-05-15T01:14:04.217391Z,0.336769044,98.51070404,3.788809517,MLv,10,46,78.1782074,"Northern Sumatra, Indonesia",BMKG
366,bmg2023jlrg,2023-05-15T11:02:35.092731Z,0.726567268,99.60425568,3.223446314,M,10,44,83.71286011,"Northern Sumatra, Indonesia",BMKG
352,bmg2023jmrw,2023-05-16T00:29:08.447394Z,5.376183987,93.54685211,3.921477113,MLv,110,24,296.9455185,"Northern Sumatra, Indonesia",BMKG
347,bmg2023jnnj,2023-05-16T11:20:08.981872Z,1.780832052,99.11894989,2.879064543,MLv,10,26,56.91256332,"Northern Sumatra, Indonesia",BMKG
323,bmg2023jqel,2023-05-17T22:15:04.186201Z,3.593750954,95.27223969,3.90836213,MLv,11,55,220.4545606,"Northern Sumatra, Indonesia",BMKG
300,bmg2023jsqv,2023-05-19T06:46:23.910882Z,0.478450179,99.82711029,2.532210669,M,10,12,152.6298828,"Northern Sumatra, Indonesia",BMKG
291,bmg2023jthf,2023-05-19T15:02:53.370983Z,0.423078388,99.88235474,2.53876617,MLv,10,18,92.82193375,"Northern Sumatra, Indonesia",BMKG
263,bmg2023jvhm,2023-05-20T17:27:38.238795Z,5.452318192,94.42721558,4.177153781,MLv,26,38,251.9171944,"Northern Sumatra, Indonesia",BMKG
242,bmg2023jxbs,2023-05-21T16:48:20.49264Z,3.94908309,95.88071442,3.460777124,M,31,37,207.0310669,"Northern Sumatra, Indonesia",BMKG
236,bmg2023jxnw,2023-05-21T22:57:21.575759Z,1.649505019,98.84632874,3.415984072,MLv,93,62,56.14452744,"Northern Sumatra, Indonesia",BMKG
229,bmg2023jxzz,2023-05-22T05:04:00.318784Z,4.684649944,95.9101181,2.564769372,MLv,62,23,90.96975708,"Northern Sumatra, Indonesia",BMKG
226,bmg2023jydj,2023-05-22T06:47:08.261683Z,4.431420326,96.43114471,3.107691667,MLv,10,25,82.20439148,"Northern Sumatra, Indonesia",BMKG
225,bmg2023jygb,2023-05-22T08:08:36.586262Z,0.578661442,99.97466278,2.520295913,MLv,10,18,118.9644165,"Northern Sumatra, Indonesia",BMKG
198,bmg2023kagu,2023-05-23T10:47:44.533595Z,2.103656292,96.13960266,3.673949125,MLv,21,35,210.9758911,"Northern Sumatra, Indonesia",BMKG
193,bmg2023kaqe,2023-05-23T15:31:37.072434Z,0.128760085,99.98278046,3.001396568,MLv,10,18,95.97853088,"Northern Sumatra, Indonesia",BMKG
152,bmg2023kehu,2023-05-25T15:50:30.209506Z,2.406528473,98.69641113,2.415203422,MLv,10,23,91.44160461,"Northern Sumatra, Indonesia",BMKG
150,bmg2023keip,2023-05-25T16:14:19.137714Z,0.365209013,98.58564758,3.172660807,MLv,10,35,88.56486511,"Northern Sumatra, Indonesia",BMKG
137,bmg2023kess,2023-05-25T21:21:52.513208Z,2.521514416,96.19675446,3.185326146,MLv,10,33,202.2878876,"Northern Sumatra, Indonesia",BMKG
135,bmg2023kevg,2023-05-25T22:37:53.94447Z,1.206387162,96.90744019,4.53389373,MLv,12,68,201.7137146,"Northern Sumatra, Indonesia",BMKG
126,bmg2023kfqz,2023-05-26T09:37:36.040221Z,2.177205801,96.21842194,3.920848115,MLv,22,42,207.3720703,"Northern Sumatra, Indonesia",BMKG
113,bmg2023kgkz,2023-05-26T19:42:48.766402Z,3.222608089,96.37779236,3.254742763,M,10,28,146.6348724,"Northern Sumatra, Indonesia",BMKG
102,bmg2023kgxx,2023-05-27T02:15:23.015785Z,2.609393358,98.88692474,2.880074007,MLv,149,26,124.5078487,"Northern Sumatra, Indonesia",BMKG
92,bmg2023khll,2023-05-27T09:05:16.720746Z,1.971261621,98.98757935,2.944063724,M,115,22,142.7510529,"Northern Sumatra, Indonesia",BMKG
79,bmg2023kivj,2023-05-28T03:14:31.341162Z,4.518107891,97.93490601,3.665418199,M,10,41,65.53595734,"Northern Sumatra, Indonesia",BMKG
54,bmg2023klkb,2023-05-29T12:56:03.006872Z,0.354063541,100.0315094,3.665436337,M,10,10,104.6160278,"Northern Sumatra, Indonesia",BMKG
53,bmg2023klka,2023-05-29T12:56:03.237316Z,0.329694867,100.0655441,3.695231825,MLv,10,35,57.14401245,"Northern Sumatra, Indonesia",BMKG
33,bmg2023knof,2023-05-30T17:18:49.189565Z,3.007572889,95.89353943,3.589718049,M,34,43,202.5207825,"Northern Sumatra, Indonesia",BMKG
27,bmg2023koaq,2023-05-30T23:34:30.406972Z,1.678262115,99.15142822,2.989210466,M,10,17,79.96633911,"Northern Sumatra, Indonesia",BMKG
25,bmg2023kofc,2023-05-31T01:50:05.328003Z,5.291597843,95.52275085,1.872029926,MLv,10,8,132.6499939,"Northern Sumatra, Indonesia",BMKG
17,bmg2023kovk,2023-05-31T10:04:21.69828Z,2.31820035,96.76681519,3.811490721,M,13,32,127.8039703,"Northern Sumatra, Indonesia",BMKG
795,bmg2023ktaq,2023-06-02T17:15:51.018859Z,3.245040894,96.34078217,2.553773395,MLv,10,15,250.1350174,"Northern Sumatra, Indonesia",BMKG
788,bmg2023ktdt,2023-06-02T18:50:42.91568Z,4.342061996,94.64602661,3.298088245,MLv,10,21,276.8113976,"Northern Sumatra, Indonesia",BMKG
782,bmg2023ktsb,2023-06-03T02:04:30.374835Z,4.981934071,96.02752686,2.69408837,MLv,10,24,77.5418396,"Northern Sumatra, Indonesia",BMKG
777,bmg2023kufn,2023-06-03T08:51:54.614864Z,0.59061116,96.54638672,4.492515895,MLv,23,66,221.7147446,"Northern Sumatra, Indonesia",BMKG
774,bmg2023kuna,2023-06-03T12:39:25.030264Z,4.772060394,96.21031952,2.604534627,MLv,10,22,87.87019348,"Northern Sumatra, Indonesia",BMKG
762,bmg2023kvcs,2023-06-03T20:35:13.087343Z,2.33389926,98.82069397,2.600262194,MLv,10,30,116.7745647,"Northern Sumatra, Indonesia",BMKG
749,bmg2023kvyn,2023-06-04T07:36:03.529613Z,2.948556662,96.35229492,4.18898392,MLv,14,48,152.4161835,"Northern Sumatra, Indonesia",BMKG
745,bmg2023kwgq,2023-06-04T11:42:12.391185Z,5.029923916,95.8943634,3.353046226,MLv,10,28,92.40261078,"Northern Sumatra, Indonesia",BMKG
725,bmg2023kycx,2023-06-05T12:04:04.596147Z,0.433743089,98.78149414,2.823044733,MLv,26,29,63.69039917,"Northern Sumatra, Indonesia",BMKG
714,bmg2023kylz,2023-06-05T16:40:07.935077Z,4.605558872,96.3886795,2.475122479,MLv,11,17,137.4268265,"Northern Sumatra, Indonesia",BMKG
709,bmg2023kzev,2023-06-06T02:12:06.260352Z,5.101601124,94.73256683,3.141890844,MLv,10,16,247.0179787,"Northern Sumatra, Indonesia",BMKG
696,bmg2023kzum,2023-06-06T10:06:50.177641Z,3.76501894,97.94469452,2.872969994,MLv,10,21,110.8063211,"Northern Sumatra, Indonesia",BMKG
694,bmg2023kzxo,2023-06-06T11:40:11.176653Z,4.970675468,95.30587006,4.435765765,MLv,64,64,200.7851105,"Northern Sumatra, Indonesia",BMKG
677,bmg2023lapl,2023-06-06T20:41:42.354936Z,2.592397928,96.72180939,2.450837146,MLv,11,18,116.7779901,"Northern Sumatra, Indonesia",BMKG
673,bmg2023lbdq,2023-06-07T03:51:53.809824Z,0.574205935,98.78250122,4.113826896,MLv,43,89,55.8193512,"Northern Sumatra, Indonesia",BMKG
656,bmg2023lcgl,2023-06-07T18:25:05.9621Z,0.867928863,99.82714081,3.520142539,MLv,10,52,58.72425967,"Northern Sumatra, Indonesia",BMKG
649,bmg2023lcly,2023-06-07T21:11:40.346209Z,0.544623971,99.68447113,2.315317208,MLv,10,19,165.9855042,"Northern Sumatra, Indonesia",BMKG
631,bmg2023ldie,2023-06-08T08:26:15.727152Z,1.726526022,99.03121185,2.568726568,M,10,13,108.7367802,"Northern Sumatra, Indonesia",BMKG
618,bmg2023ldvr,2023-06-08T15:14:42.98555Z,3.36589694,95.77796936,3.888221261,MLv,11,31,198.8982239,"Northern Sumatra, Indonesia",BMKG
598,bmg2023lfbi,2023-06-09T07:14:13.882207Z,4.961751938,96.12312317,2.172558944,MLv,14,13,102.8854141,"Northern Sumatra, Indonesia",BMKG
597,bmg2023lfbj,2023-06-09T07:15:27.93924Z,4.95116806,96.05081177,2.345898556,MLv,10,13,85.94521713,"Northern Sumatra, Indonesia",BMKG
595,bmg2023lfcn,2023-06-09T07:50:41.41939Z,4.821353912,96.75115204,2.512873222,MLv,10,22,105.7353954,"Northern Sumatra, Indonesia",BMKG
590,bmg2023lfgs,2023-06-09T09:57:59.585278Z,0.831225276,98.62272644,3.333997379,MLv,21,39,75.00149536,"Northern Sumatra, Indonesia",BMKG
570,bmg2023lgid,2023-06-09T23:49:06.009378Z,1.724726558,99.19830322,2.416308948,MLv,11,18,118.7355347,"Northern Sumatra, Indonesia",BMKG
569,bmg2023lgjb,2023-06-10T00:17:31.228003Z,4.140244484,96.8914566,2.78870621,MLv,13,21,142.0871201,"Northern Sumatra, Indonesia",BMKG
567,bmg2023lgjv,2023-06-10T00:40:33.413997Z,4.138813496,97.10081482,3.995929038,MLv,10,59,66.73040771,"Northern Sumatra, Indonesia",BMKG
564,bmg2023lgpp,2023-06-10T03:35:16.658325Z,4.658572197,96.30400848,3.231767683,MLv,10,17,140.6424637,"Northern Sumatra, Indonesia",BMKG
542,bmg2023lido,2023-06-10T23:47:09.207489Z,5.243175983,95.73099518,2.84491634,M,11,19,122.5675583,"Northern Sumatra, Indonesia",BMKG
439,bmg2023lpdt,2023-06-14T19:49:58.501205Z,4.7460742,95.15031433,2.952117447,MLv,34,16,214.9261217,"Northern Sumatra, Indonesia",BMKG
434,bmg2023lpsl,2023-06-15T03:14:39.964635Z,0.757897496,97.3936615,2.493068732,MLv,19,10,231.5531476,"Northern Sumatra, Indonesia",BMKG
425,bmg2023lqfo,2023-06-15T09:53:03.083918Z,4.359540462,96.46586609,3.185216966,MLv,10,30,72.66162109,"Northern Sumatra, Indonesia",BMKG
419,bmg2023lqjh,2023-06-15T11:45:22.217425Z,3.569032431,96.42518616,3.154216795,MLv,16,26,193.6444473,"Northern Sumatra, Indonesia",BMKG
413,bmg2023lqpo,2023-06-15T14:56:02.948381Z,4.831442833,96.1631546,2.253732836,MLv,15,17,131.6463776,"Northern Sumatra, Indonesia",BMKG
403,bmg2023lrcm,2023-06-15T21:27:45.259744Z,4.649048805,96.28744507,2.646504769,MLv,93,29,88.42271042,"Northern Sumatra, Indonesia",BMKG
368,bmg2023lujw,2023-06-17T16:33:22.266332Z,2.368386269,98.83988953,2.765575663,M,128,34,187.7977295,"Northern Sumatra, Indonesia",BMKG
365,bmg2023luka,2023-06-17T16:41:05.430999Z,3.357688427,97.17234039,3.044194678,MLv,58,42,93.73403931,"Northern Sumatra, Indonesia",BMKG
359,bmg2023lusx,2023-06-17T21:09:21.090564Z,0.111295149,100.0587082,1.61662367,MLv,10,7,137.7135162,"Northern Sumatra, Indonesia",BMKG
351,bmg2023lvkq,2023-06-18T06:07:43.595754Z,4.091662884,95.61733246,2.978649633,MLv,26,21,261.9382401,"Northern Sumatra, Indonesia",BMKG
340,bmg2023lwiy,2023-06-18T18:24:16.961181Z,1.431019306,98.1145401,3.193117231,MLv,20,38,63.79629517,"Northern Sumatra, Indonesia",BMKG
335,bmg2023lwph,2023-06-18T21:37:03.409007Z,1.74508059,98.94842529,2.916175773,MLv,104,31,66.90022659,"Northern Sumatra, Indonesia",BMKG
298,bmg2023lywq,2023-06-20T03:35:28.908008Z,1.867720842,98.90969849,3.640427858,MLv,104,50,70.69460678,"Northern Sumatra, Indonesia",BMKG
288,bmg2023lzlg,2023-06-20T10:58:22.355472Z,0.736909032,98.99536896,3.313182997,MLv,59,31,77.83522034,"Northern Sumatra, Indonesia",BMKG
273,bmg2023madc,2023-06-20T20:00:05.741901Z,2.91994381,97.78812408,2.324937034,M,55,18,111.5820618,"Northern Sumatra, Indonesia",BMKG
260,bmg2023mazf,2023-06-21T07:09:59.916658Z,0.625562429,99.47484589,4.040535059,MLv,121,84,61.70700169,"Northern Sumatra, Indonesia",BMKG
232,bmg2023mcau,2023-06-21T21:05:39.172215Z,0.253243148,98.22428894,2.348209401,MLv,14,23,138.5717468,"Northern Sumatra, Indonesia",BMKG
207,bmg2023mepk,2023-06-23T06:45:00.664153Z,2.662466526,95.90827179,4.137633325,MLv,24,27,220.1212616,"Northern Sumatra, Indonesia",BMKG
187,bmg2023mfxz,2023-06-24T00:13:03.16204Z,3.438446999,95.49545288,3.212272937,MLv,37,30,214.8277893,"Northern Sumatra, Indonesia",BMKG
144,bmg2023mkbo,2023-06-26T06:34:55.793394Z,4.96767664,95.96637726,2.907878498,M,10,14,163.379982,"Northern Sumatra, Indonesia",BMKG
129,bmg2023mkyy,2023-06-26T18:23:18.673808Z,3.249536753,97.26754761,1.794620963,MLv,24,11,143.9954338,"Northern Sumatra, Indonesia",BMKG
119,bmg2023mlfg,2023-06-26T21:34:08.023711Z,3.853775501,95.93328094,3.821388217,MLv,34,51,170.5374298,"Northern Sumatra, Indonesia",BMKG
113,bmg2023mljz,2023-06-26T23:58:11.582671Z,2.038499594,99.00684357,4.506476858,MLv,10,69,95.16710663,"Northern Sumatra, Indonesia",BMKG
111,bmg2023mlky,2023-06-27T00:27:31.37542Z,1.992906809,98.99066162,3.76074816,MLv,10,52,89.32020569,"Northern Sumatra, Indonesia",BMKG
109,bmg2023mlqk,2023-06-27T03:13:07.577336Z,5.274236202,95.70653534,3.892059882,MLv,13,31,124.4798584,"Northern Sumatra, Indonesia",BMKG
98,bmg2023mmwp,2023-06-27T19:29:03.177587Z,1.045261502,99.46186066,3.356549283,MLv,10,45,71.38142395,"Northern Sumatra, Indonesia",BMKG
90,bmg2023mnwi,2023-06-28T08:28:59.21816Z,5.173021793,95.71981812,2.206378861,MLv,10,6,173.7693329,"Northern Sumatra, Indonesia",BMKG
68,bmg2023moyw,2023-06-28T22:54:01.533163Z,4.735719204,96.34724426,2.620626534,M,19,10,113.6443634,"Northern Sumatra, Indonesia",BMKG
62,bmg2023mpgf,2023-06-29T02:36:20.988613Z,0.293061435,99.91653442,3.327560425,MLv,10,33,63.23338318,"Northern Sumatra, Indonesia",BMKG
50,bmg2023mpwf,2023-06-29T10:41:02.535064Z,3.563254595,96.96614075,2.823957892,MLv,27,15,167.6133881,"Northern Sumatra, Indonesia",BMKG
49,bmg2023mpwt,2023-06-29T10:57:55.225401Z,1.991127014,98.98834991,3.42215198,MLv,10,28,88.6344986,"Northern Sumatra, Indonesia",BMKG
48,bmg2023mpyg,2023-06-29T11:43:48.162645Z,2.000801325,98.98864746,3.213291461,MLv,10,30,91.80183411,"Northern Sumatra, Indonesia",BMKG
47,bmg2023mpym,2023-06-29T11:50:17.654924Z,2.028267384,98.96038818,3.318398289,MLv,10,30,97.67334747,"Northern Sumatra, Indonesia",BMKG
39,bmg2023mqkn,2023-06-29T17:55:14.264133Z,0.39933455,98.57702637,3.091276811,MLv,14,32,85.21775818,"Northern Sumatra, Indonesia",BMKG
685,bmg2023mvco,2023-07-02T07:34:55.920639Z,0.607308984,98.49851227,3.044151622,MLv,10,29,88.37610626,"Northern Sumatra, Indonesia",BMKG
679,bmg2023mvvc,2023-07-02T16:56:45.789023Z,4.672168732,96.29133606,2.865792238,M,10,19,90.31954956,"Northern Sumatra, Indonesia",BMKG
668,bmg2023mwat,2023-07-02T19:48:13.859073Z,0.059690297,97.40505981,3.778469601,MLv,29,32,214.3066635,"Northern Sumatra, Indonesia",BMKG
662,bmg2023mwrl,2023-07-03T04:13:40.049651Z,0.088325195,97.38059998,3.601227074,MLv,33,31,248.1811676,"Northern Sumatra, Indonesia",BMKG
656,bmg2023mwxt,2023-07-03T07:25:13.982837Z,3.225658894,96.34216309,3.720806505,MLv,10,29,150.2147369,"Northern Sumatra, Indonesia",BMKG
651,bmg2023mxhs,2023-07-03T12:27:44.870163Z,0.959059775,97.41843414,3.45420671,MLv,38,20,183.4150696,"Northern Sumatra, Indonesia",BMKG
650,bmg2023mxik,2023-07-03T12:47:56.954638Z,0.951971114,96.99369049,4.188030761,MLv,11,50,199.7526093,"Northern Sumatra, Indonesia",BMKG
647,bmg2023mxvl,2023-07-03T19:23:04.655474Z,2.04920578,96.31347656,3.027938243,MLv,17,25,223.6006159,"Northern Sumatra, Indonesia",BMKG
644,bmg2023mxxh,2023-07-03T20:19:04.319314Z,0.041622274,97.35403442,3.342701014,MLv,35,38,238.8181686,"Northern Sumatra, Indonesia",BMKG
640,bmg2023myaj,2023-07-03T21:52:14.111448Z,0.004676367,97.32051849,3.538132629,MLv,38,53,221.7087402,"Northern Sumatra, Indonesia",BMKG
639,bmg2023myar,2023-07-03T22:02:14.327668Z,0.019282367,99.96729279,2.29040266,MLv,21,11,155.5170898,"Northern Sumatra, Indonesia",BMKG
635,bmg2023mych,2023-07-03T22:51:03.265559Z,0.08173167,97.08987427,3.319393382,MLv,52,39,231.8490753,"Northern Sumatra, Indonesia",BMKG
624,bmg2023mzef,2023-07-04T12:57:32.142724Z,4.845415592,96.08512878,3.18427465,MLv,10,27,69.57598877,"Northern Sumatra, Indonesia",BMKG
571,bmg2023neme,2023-07-07T10:39:22.308089Z,0.712388873,98.98610687,3.595901114,MLv,56,64,55.04977417,"Northern Sumatra, Indonesia",BMKG
558,bmg2023nfua,2023-07-08T03:45:14.32054Z,0.621053219,98.53322601,3.797782261,MLv,53,38,69.45671082,"Northern Sumatra, Indonesia",BMKG
557,bmg2023nfur,2023-07-08T04:05:41.655126Z,4.95531559,96.33196259,2.290771778,MLv,10,10,226.1183472,"Northern Sumatra, Indonesia",BMKG
551,bmg2023ngnc,2023-07-08T13:23:45.591555Z,0.729516268,100.2271423,3.189746804,M,189,28,82.86219025,"Northern Sumatra, Indonesia",BMKG
